54363,66933,42108
97045,93082,8050
10180,15778,55874
3931,62387,23700
88855,55394,26856
80563,78874,84777
88796,28592,20048
54260,37978,28757
40771,97954,39742
96586,30707,90562
81574,93946,88040
60952,74131,43506
77344,54114,96131
94091,56979,89721
70080,21803,31211
13732,76973,23909
81145,84463,57092
72246,74922,33192
77823,88548,91904
38016,62972,86009
78364,8548,88977
66027,89434,97398
95699,6824,15696
58132,86531,3934
87769,97171,88640
33373,7897,62572
28707,78321,14248
39512,3393,9016
36044,87987,91081
54670,67312,11713
20425,86895,86471
82726,10265,34844
60940,50684,39226
3080,83719,19188
48048,21428,5742
85517,2688,83160
99319,14470,69352
43145,61042,21694
56109,52933,10676
42294,30685,15258
90940,42194,15865
88508,23306,23708
16706,63101,30234
84363,36172,49496
24478,5671,64942
53046,72453,93269
78890,87831,19217
23834,74266,81898
76701,9844,10923
14361,10648,98634
1429,73112,52606
25184,76516,35484
25845,32316,11770
16185,23418,21237
17692,42949,55614
58527,65167,64227
86121,22404,44973
51327,72051,45915
86330,73906,84418
2688,92753,29725
11268,72386,89784
31866,85508,28607
28896,67008,60313
67745,4141,62177
4864,69393,26508
43055,67131,68937
67764,50521,54482
72877,47374,52543
280,44369,48442
52505,99637,87980
31131,42278,21183
21600,73416,75919
96684,12886,32035
78274,95855,96140
42901,39694,50253
61720,96059,54581
65317,8215,40196
15951,71967,71990
25039,92297,14310
48992,44533,55765
44832,20007,31729
54238,26495,98191
99015,84151,97507
72216,49894,18421
90948,868,85309
25211,70922,76579
26925,11813,29559
62786,9188,84570
16020,90076,92960
4743,47850,81021
6603,72918,95915
45919,70169,5882
72771,29205,38648
1833,78324,87169
58547,77925,30188
85354,55589,21090
94843,32296,10505
14874,32048,24243
75083,95240,12551
92522,85495,83239
88650,96027,37771
36485,10297,30896
58089,31589,34944
78155,74623,20744
77228,38624,38124
44740,14313,54255
5495,49974,67993
70375,84472,79721
29589,20539,78106
9445,70675,34634
94378,1341,10109
86575,32135,31472
42843,25105,36450
62877,17498,92986
33024,99523,74158
83612,72789,1358
55913,29921,23245
28495,69739,63018
85870,77827,23186
85768,53679,56894
64243,25419,49278
25881,22092,5879
71669,11250,88180
88182,94889,24866
62,92088,88967
95893,37423,34229
4646,63477,11116
2045,79048,74700
5189,57720,76631
61913,9923,13706
95160,27831,84671
99229,2391,76323
94634,4839,58013
86164,40096,35516
45244,17984,12488
59952,35123,68870
74081,28181,27821
81424,30174,57809
22644,75444,90062
2754,21110,90702
49586,11522,44872
12515,59904,25198
77038,41074,18776
30206,6638,67898
58904,66321,61912
34489,47838,46261
96274,29019,81685
89917,5569,73653
85807,16814,31082
15273,71068,88643
49253,95190,83622
73237,61061,58979
85140,25039,25114
9273,68471,83546
19323,54446,29881
74468,67527,74415
76234,21796,55995
45675,9041,86382
52656,7406,57215
43481,4224,90098
8542,48151,25905
86242,94759,19280
99779,96970,2035
49902,99354,58587
55389,74195,39634
25305,26003,35724
48391,93132,69644
86238,15827,47949
74410,37812,39567
88106,22768,20979
81312,39864,23705
57652,35151,97239
17002,82389,96132
32775,81483,50121
45814,58487,64765
82502,66705,67384
17501,85085,73365
32256,85784,69129
82604,46218,44071
96171,31653,73133
65545,98463,86894
20597,56924,31161
56497,97296,1430
24938,57223,23030
68884,70868,35121
8363,65789,43614
61947,29500,87452
60098,23325,67906
76906,55278,44206
21885,96418,5838
14643,94753,33048
38571,50608,20435
22932,60117,56329
58928,24296,46027
15808,20749,57491
32734,90676,8453
74413,89028,12014
74925,8476,72561
37013,30239,80753
40429,73340,2289
15106,15183,19654
99871,14052,63048
8919,1583,13173
19342,90139,19365
11916,67200,25822
88306,76808,49931
11100,93101,50421
42709,61897,36039
87316,2517,84252
91618,17403,30436
18540,59986,90822
12019,55814,10850
99667,50440,49894
95115,88961,68989
27460,73489,78526
33612,53436,29642
694,69222,3394
91405,70145,50422
42851,13701,4271
53806,78954,82408
69082,11784,57329
53638,6270,47299
60918,12896,5385
91760,86335,94373
10575,61820,40989
62374,69170,15142
25214,10547,12253
15945,31891,61863
26984,50465,19965
53538,78974,3405
33186,50259,10587
75176,21577,20423
16159,37835,35008
10931,33263,1761
80278,23997,9911
84965,76364,87275
19807,39711,69487
89471,24004,27088
19661,46001,79570
27372,84024,51897
99878,3072,66910
56201,91925,71278
988,57814,62643
3595,63529,27026
66523,24893,13673
19633,93177,78325
84100,87060,86978
23447,49024,31880
86718,29454,71197
94484,45867,67143
57296,34731,81653
31397,11039,18987
2143,8792,58526
99327,31212,31682
76696,48565,39412
80959,41427,33304
86646,81227,48048
87093,98132,15583
54180,11938,62782
86044,51895,66606
97542,63103,28781
52092,97912,57690
58177,55321,94258
4656,73300,5699
80498,2706,15060
30250,93984,19543
59323,39233,58277
12422,29110,95754
78722,89282,2097
3680,48171,58987
40653,60013,5946
7843,89465,57978
49855,16284,64210
6994,61571,31377
99294,12496,4461
45365,3086,71485
51090,521,43896
36312,7642,69284
32100,59565,13621
14554,84916,95175
98113,56723,36521
15546,85902,95823
52081,40563,36650
13221,99231,22904
13680,7542,42271
14539,62469,73792
35294,53728,6441
78363,71587,69959
64045,1435,83365
48907,58151,43169
22202,76745,19572
11408,31001,69662
35669,49008,69517
33370,9236,25327
18330,86873,6625
22794,67832,23710
45636,18551,18692
19710,98191,97584
58932,98231,41432
97886,98123,78458
50172,86733,62943
82029,73745,50394
89983,94312,61897
54781,70494,73175
83932,72133,32389
13144,67088,40832
30342,66874,61426
50551,71188,49676
35786,5063,7453
17816,13327,98156
64796,15186,29641
59429,55143,18737
15398,12665,66376
30678,10003,56079
94544,63855,5899
59693,51608,98528
16637,31001,34749
41009,99445,30482
36347,91224,20910
3350,45916,45616
94509,21112,87526
12602,66933,66982
15582,84350,1241
31438,77301,95040
28175,19740,37165
51963,80127,81235
43929,71757,17776
2825,28210,4983
28232,25923,22983
23949,51066,40291
52566,62012,49032
29714,90733,78839
22146,26995,25475
31891,94347,20169
17866,26563,22902
12257,13478,8228
72397,4842,66170
31333,2465,66033
2054,71617,74731
78095,73462,35507
37855,94596,93081
9330,86580,84135
62682,93899,62459
93490,11503,96330
10133,30939,80001
30127,77973,86984
45967,81205,48281
68975,13704,76751
57572,5281,21774
85883,67611,58495
70749,46652,33335
93413,6095,59034
83691,49651,91092
84330,49323,29068
75235,19557,89175
90801,61243,62736
53208,50495,31621
88831,75796,62141
47973,23719,93994
60230,44199,38198
85020,4090,10697
8368,91112,75497
140,71606,58947
72944,66775,87264
41046,42004,97988
22454,52980,9832
77841,80063,31679
14230,82824,68341
14862,53300,97200
48848,41636,32377
22542,57799,30858
60715,68481,60330
12190,93838,50998
99002,89188,29124
93920,38268,92653
25305,58581,82071
13257,22372,97012
69327,76694,10596
93653,93765,72769
17982,88740,83175
66641,18834,49355
36201,89563,84681
7749,49427,79687
16749,89437,57015
33030,3006,47713
13977,63862,84719
11492,38337,18498
48551,23531,81548
11001,75670,10100
63071,4516,60904
23059,87364,30721
9422,52574,92477
17226,53728,14388
59691,94405,12877
59193,46668,92812
59005,51396,66643
94293,71830,31051
83511,54383,40465
6081,29475,19428
78633,53840,92543
38196,98090,64380
29268,21533,29726
12582,69756,66043
5587,41086,39366
28503,24111,28182
73218,51830,76801
36457,24516,19933
21722,17783,77015
52924,97325,56398
35054,43077,99254
96418,33453,99001
8143,44385,44132
85966,93829,96586
49133,75697,11681
89262,51453,2627
1180,45738,38887
45184,42151,25556
43107,41699,86907
8172,20437,18682
79308,48438,53840
64229,76894,67465
52218,56961,87577
24232,25448,49000
16092,98325,96965
64051,30943,89122
92970,74486,23676
52610,14492,56652
48106,93691,58983
35382,26969,63289
48461,37149,72084
68981,35523,98595
26523,52232,74078
43030,28736,30430
139,4437,56201
16311,97163,27981
30915,44727,13506
43188,71437,66883
6434,22234,71338
2808,19581,4054
43230,88586,95524
18860,69598,9040
23572,85876,77514
47191,17663,56892
19173,70626,71610
7830,70179,31832
50605,95686,99536
47732,40128,15715
73489,19885,81276
27788,92937,47451
12123,41661,13324
72052,81708,23419
27831,87016,31765
95667,94707,85724
52726,82766,81835
15561,18585,966
74669,28387,19062
8269,24902,66830
19093,27071,98002
21765,42470,96350
38914,22004,58164
31927,11103,36954
30463,862,58643
59099,15122,97661
91844,90953,57429
38925,40813,53492
90171,33281,59290
5823,82221,94023
82942,72623,45679
21980,56093,3119
41655,20799,81726
77250,3776,10816
28506,58294,22947
71430,41887,1462
56849,76081,64246
32443,69746,44369
20758,34132,732
49039,86773,32072
56215,2820,21294
65631,31696,53524
46078,21479,71517
22556,26782,95352
57909,89474,90718
26908,93117,6470
4193,17943,63528
94582,53548,26806
91439,46752,89965
19151,29376,30025
34517,18287,728
24648,11918,15813
57993,65631,17885
86395,11371,12450
94083,68703,72799
84868,18334,79734
87468,82733,37435
81881,61235,90661
10730,13764,90086
35779,68779,77639
9941,69338,61636
81336,91438,27717
2564,2247,36409
61886,47221,48987
98132,19144,65889
74469,56001,99231
11783,57027,62666
66775,95705,36163
35806,81374,93928
21670,51504,49170
29006,2255,77588
19016,23267,58245
55353,51636,71755
36024,40849,10679
69513,5929,72687
64068,98361,8020
36526,71078,79420
20804,1455,67240
30402,51008,72479
32555,21219,34348
96076,22065,61485
82143,22597,19022
5676,37291,16344
57508,36666,23614
67902,51647,30421
11365,33051,27880
38729,59487,94583
84185,90307,46246
42653,8238,26425
36895,76169,64351
23918,71856,80169
97587,54842,67440
52875,19653,22096
68254,69811,4234
48579,55269,42497
74492,83507,13968
85337,44242,3891
92517,29787,43539
56889,22847,15682
64622,55847,50665
24387,71844,39376
1956,30876,2778
29113,14566,50548
22934,69032,53344
30355,81563,76111
80317,36364,46275
91247,26920,44919
258,11717,7275
64458,39622,73498
88825,97496,14954
47817,92548,34085
83622,36823,93404
50090,23465,40820
91652,55938,57832
17713,6539,7877
43022,34730,30432
97515,16106,95015
59199,91542,21647
60135,12299,67235
13311,74243,29275
87771,69529,75393
64619,1141,20672
49174,22740,17123
45229,51006,50917
95191,35073,35609
470,77838,76337
38802,51534,22615
72786,70420,5462
2043,32034,80285
84590,47083,66371
14004,74940,91284
96119,48818,80808
28276,67157,67851
